name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,file_wii,file_size_wii,source_csv,language
wpn_stoner63_1straise_npc,raw\sound\fly\gear\rattle\rattle_01.wav,wpn_all_reload_npc,wpn_stoner63,,reload,94,96,100,150,1000,1000,default,default,allon,rdefault,4,priority,5,reject,-88,84,0,15,30,0.25,1,3d,loaded,nonlooping,,1,0,92,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_01.xm4,0,raw\sound\fly\gear\rattle\rattle_01.mp3,0,raw\sound\fly\gear\rattle\rattle_01.wav,0,raw\sound\fly\gear\rattle\rattle_01.wds,0,wpn_lmg,all
wpn_stoner63_1straise_npc,raw\sound\fly\gear\rattle\rattle_02.wav,wpn_all_reload_npc,wpn_stoner63,,reload,94,96,100,150,1000,1000,default,default,allon,rdefault,4,priority,5,reject,-88,84,0,15,30,0.25,1,3d,loaded,nonlooping,,1,0,92,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_02.xm4,0,raw\sound\fly\gear\rattle\rattle_02.mp3,0,raw\sound\fly\gear\rattle\rattle_02.wav,0,raw\sound\fly\gear\rattle\rattle_02.wds,0,wpn_lmg,all
wpn_stoner63_1straise_npc,raw\sound\fly\gear\rattle\rattle_03.wav,wpn_all_reload_npc,wpn_stoner63,,reload,94,96,100,150,1000,1000,default,default,allon,rdefault,4,priority,5,reject,-88,84,0,15,30,0.25,1,3d,loaded,nonlooping,,1,0,92,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_03.xm4,0,raw\sound\fly\gear\rattle\rattle_03.mp3,0,raw\sound\fly\gear\rattle\rattle_03.wav,0,raw\sound\fly\gear\rattle\rattle_03.wds,0,wpn_lmg,all
wpn_stoner63_1straise_npc,raw\sound\fly\gear\rattle\rattle_04.wav,wpn_all_reload_npc,wpn_stoner63,,reload,94,96,100,150,1000,1000,default,default,allon,rdefault,4,priority,5,reject,-88,84,0,15,30,0.25,1,3d,loaded,nonlooping,,1,0,92,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_04.xm4,0,raw\sound\fly\gear\rattle\rattle_04.mp3,0,raw\sound\fly\gear\rattle\rattle_04.wav,0,raw\sound\fly\gear\rattle\rattle_04.wds,0,wpn_lmg,all
wpn_stoner63_1straise_plr,raw\sound\fly\gear\rattle\rattle_00.wav,wpn_all_reload_plr,wpn_stoner63,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_00.xm4,0,raw\sound\fly\gear\rattle\rattle_00.mp3,0,raw\sound\fly\gear\rattle\rattle_00.wav,0,raw\sound\fly\gear\rattle\rattle_00.wds,0,wpn_lmg,all
wpn_stoner63_1straise_plr,raw\sound\fly\gear\rattle\rattle_01.wav,wpn_all_reload_plr,wpn_stoner63,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_01.xm4,0,raw\sound\fly\gear\rattle\rattle_01.mp3,0,raw\sound\fly\gear\rattle\rattle_01.wav,0,raw\sound\fly\gear\rattle\rattle_01.wds,0,wpn_lmg,all
wpn_stoner63_1straise_plr,raw\sound\fly\gear\rattle\rattle_02.wav,wpn_all_reload_plr,wpn_stoner63,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_02.xm4,0,raw\sound\fly\gear\rattle\rattle_02.mp3,0,raw\sound\fly\gear\rattle\rattle_02.wav,0,raw\sound\fly\gear\rattle\rattle_02.wds,0,wpn_lmg,all
wpn_stoner63_1straise_plr,raw\sound\fly\gear\rattle\rattle_03.wav,wpn_all_reload_plr,wpn_stoner63,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_03.xm4,0,raw\sound\fly\gear\rattle\rattle_03.mp3,0,raw\sound\fly\gear\rattle\rattle_03.wav,0,raw\sound\fly\gear\rattle\rattle_03.wds,0,wpn_lmg,all
wpn_stoner63_1straise_plr,raw\sound\fly\gear\rattle\rattle_04.wav,wpn_all_reload_plr,wpn_stoner63,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\fly\gear\rattle\rattle_04.xm4,0,raw\sound\fly\gear\rattle\rattle_04.mp3,0,raw\sound\fly\gear\rattle\rattle_04.wav,0,raw\sound\fly\gear\rattle\rattle_04.wds,0,wpn_lmg,all
wpn_stoner63_dryfire_npc,raw\sound\wpn\lmg\dry_fire\npc\dry_fire_00.wav,wpn_lmg_shot_npc,wpn_stoner63,,wpn_rfl_npc,96,96,0.75,150,2500,2500,log2,log2,allon,rdefault,10,priority,3,oldest,-100,100,0.8,50,90,0.35,1,3d,loaded,nonlooping,pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wpn\lmg\dry_fire\npc\dry_fire_00.xm4,0,raw\sound\wpn\lmg\dry_fire\npc\dry_fire_00.mp3,0,raw\sound\wpn\lmg\dry_fire\npc\dry_fire_00.wav,0,raw\sound\wpn\lmg\dry_fire\npc\dry_fire_00.wds,0,wpn_lmg,all
wpn_stoner63_dryfire_plr,raw\sound\wpn\lmg\dry_fire\plr\dry_fire_00.wav,wpn_lmg_shot_plr,wpn_stoner63,,wpn_rfl_plr,100,100,0.8,0,0,0,curve3,default,allon,rdefault,1,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wpn\lmg\dry_fire\plr\dry_fire_00.xm4,0,raw\sound\wpn\lmg\dry_fire\plr\dry_fire_00.mp3,0,raw\sound\wpn\lmg\dry_fire\plr\dry_fire_00.wav,0,raw\sound\wpn\lmg\dry_fire\plr\dry_fire_00.wds,0,wpn_lmg,all
wpn_stoner63_fire_npc,raw\sound\wpn\lmg\stoner63\plr\shot\shot_00.wav,wpn_lmg_shot_npc,wpn_stoner63,wpn_stoner63_fire_npc_dist,wpn_rfl_npc,96,96,0.75,150,2500,2500,log2,log2,allon,rdefault,10,priority,3,oldest,-100,100,0.8,50,90,0.35,1,3d,loaded,nonlooping,pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wpn\lmg\stoner63\plr\shot\shot_00.xm4,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_00.mp3,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_00.wav,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_00.wds,0,wpn_lmg,all
wpn_stoner63_fire_npc,raw\sound\wpn\lmg\stoner63\plr\shot\shot_01.wav,wpn_lmg_shot_npc,wpn_stoner63,wpn_stoner63_fire_npc_dist,wpn_rfl_npc,96,96,0.75,150,2500,2500,log2,log2,allon,rdefault,10,priority,3,oldest,-100,100,0.8,50,90,0.35,1,3d,loaded,nonlooping,pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wpn\lmg\stoner63\plr\shot\shot_01.xm4,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_01.mp3,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_01.wav,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_01.wds,0,wpn_lmg,all
wpn_stoner63_fire_npc,raw\sound\wpn\lmg\stoner63\plr\shot\shot_02.wav,wpn_lmg_shot_npc,wpn_stoner63,wpn_stoner63_fire_npc_dist,wpn_rfl_npc,96,96,0.75,150,2500,2500,log2,log2,allon,rdefault,10,priority,3,oldest,-100,100,0.8,50,90,0.35,1,3d,loaded,nonlooping,pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wpn\lmg\stoner63\plr\shot\shot_02.xm4,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_02.mp3,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_02.wav,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_02.wds,0,wpn_lmg,all
wpn_stoner63_fire_npc,raw\sound\wpn\lmg\stoner63\plr\shot\shot_03.wav,wpn_lmg_shot_npc,wpn_stoner63,wpn_stoner63_fire_npc_dist,wpn_rfl_npc,96,96,0.75,150,2500,2500,log2,log2,allon,rdefault,10,priority,3,oldest,-100,100,0.8,50,90,0.35,1,3d,loaded,nonlooping,pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wpn\lmg\stoner63\plr\shot\shot_03.xm4,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_03.mp3,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_03.wav,0,raw\sound\wpn\lmg\stoner63\plr\shot\shot_03.wds,0,wpn_lmg,all
